exp_name,timestamp,client_idx,global_round,epoch,batch_idx,acc,loss,comm_time,comp_time,comp_time_client,comp_time_server,cut1,cut2,t_front,t_middle,t_back,smashed1_numel,smashed2_numel
neu18_pattern_mining,2026-02-08T13:23:36,0,1,1,0,0.171875,1.960196614265442,6.432528,0.09677207603817806,0.09389215003466234,0.0028799260035157204,2,4,0.008981552004115656,0.0028799260035157204,0.0004076629993505776,6422528.0,1605632.0
neu18_pattern_mining,2026-02-08T13:23:36,0,2,1,1,0.890625,0.4596487581729889,6.432528,0.024501269916072488,0.023040639935061336,0.0014606299810111523,2,4,0.002117669995641336,0.0014606299810111523,0.0001863939978647977,6422528.0,1605632.0
neu18_pattern_mining,2026-02-08T13:23:36,0,3,1,2,0.84375,0.46719664335250854,6.432528,0.022344699187669903,0.02108967019012198,0.0012550289975479245,2,4,0.0019467039965093136,0.0012550289975479245,0.00016226302250288427,6422528.0,1605632.0
neu18_pattern_mining,2026-02-08T13:23:36,0,4,1,3,0.921875,0.23888151347637177,6.432528,0.023246111086336896,0.021898130071349442,0.0013479810149874538,2,4,0.002031935000559315,0.0013479810149874538,0.00015787800657562912,6422528.0,1605632.0
neu18_pattern_mining,2026-02-08T13:23:36,0,5,1,4,0.5,2.4075653553009033,0.411408,0.019307232869323343,0.017489499878138304,0.0018177329911850393,2,4,0.0015704190009273589,0.0018177329911850393,0.0001785309868864715,401408.0,100352.0
neu18_pattern_mining,2026-02-08T13:23:37,1,1,1,0,0.125,2.007289409637451,6.432528,0.100684994016774,0.0978771600057371,0.0028078340110369027,2,4,0.009257152007194236,0.0028078340110369027,0.0005305639933794737,6422528.0,1605632.0
neu18_pattern_mining,2026-02-08T13:23:37,1,2,1,1,0.953125,0.5009044408798218,6.432528,0.026746216870378703,0.025138699857052416,0.0016075170133262873,2,4,0.002346578985452652,0.0016075170133262873,0.00016729100025258958,6422528.0,1605632.0
neu18_pattern_mining,2026-02-08T13:23:37,1,3,1,2,0.890625,0.20640507340431213,6.432528,0.025740772194694728,0.024105000193230808,0.0016357720014639199,2,4,0.0022429100063163787,0.0016357720014639199,0.00016759001300670207,6422528.0,1605632.0
neu18_pattern_mining,2026-02-08T13:23:37,1,4,1,3,0.890625,0.4066091477870941,6.432528,0.027209769788896665,0.025498299801256508,0.0017114699876401573,2,4,0.0023853469756431878,0.0017114699876401573,0.000164483004482463,6422528.0,1605632.0
neu18_pattern_mining,2026-02-08T13:23:37,1,5,1,4,0.3333333333333333,3.043682098388672,0.311056,0.021296576160239056,0.019131860171910375,0.0021647159883286804,2,4,0.0017647980130277574,0.0021647159883286804,0.00014838800416328013,301056.0,75264.0
